UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY_Dealer,POSTED_BY_Owner,BHK_OR_RK_RK
False,False,1,800.0,True,True,19.068492000000003,72.898896,110.0,True,False,False
False,False,2,1204.159825,True,True,40.99482329999999,-85.7661219,66.0,False,True,False
True,True,3,1150.159744,False,True,30.74,76.65,36.0,False,True,False
True,True,2,759.4361073,False,True,21.0,79.0,16.7,False,True,False
False,False,4,1000.0,True,True,21.206327,72.79334399999999,67.0,False,True,False
True,True,1,570.0200277,False,False,19.283359,72.864964,37.0,True,False,False
False,False,3,1857.142857,True,True,28.394375,77.35722700000001,65.0,True,False,False
False,False,2,929.3394777,True,True,22.54111,88.33778000000001,24.2,True,False,False
False,True,3,1585.144928,True,True,21.17,72.83,52.5,True,False,False
True,True,1,557.0685812999999,False,True,18.966114,73.148278,45.0,True,False,False
False,True,2,949.9333714,True,True,28.552082,77.360624,49.9,False,True,False
False,False,3,1967.82035,True,True,13.04034,77.591347,170.0,True,False,False
False,True,1,496.5622613,True,True,28.394375,77.35722700000001,13.0,True,False,False
False,False,3,1055.07491,True,True,28.381971000000004,77.347688,50.0,False,True,False
False,False,2,1057.082452,True,True,18.556218,73.81130300000001,85.0,False,True,False
False,False,2,790.02079,True,True,19.03722,73.189891,38.0,False,True,False
False,False,2,1894.428658,True,True,15.462648000000002,73.804488,220.0,True,False,False
False,False,2,1180.134404,True,True,12.96991,77.59796,72.0,False,True,False
False,True,2,1500.0,True,True,26.832353,75.841749,45.0,False,True,False
False,False,3,1300.052002,True,True,22.605438,88.422084,50.0,True,False,False
False,True,2,1035.0584310000002,True,True,26.900926,75.775927,31.0,False,True,False
False,False,2,1189.74359,True,True,18.967801,72.804393,580.0,True,False,False
True,True,2,1020.408163,False,False,26.781747999999997,81.006714,36.0,True,False,False
False,False,2,1000.0,True,True,12.8458,77.6727,25.0,False,True,False
True,True,3,1422.296591,False,True,21.17,72.83,68.0,True,False,False
False,False,2,1259.974801,True,True,22.485666,70.058918,30.0,False,True,False
False,False,2,1044.932079,True,True,19.141644,72.842908,150.0,True,False,False
False,False,2,1172.861783,True,True,13.04034,77.591347,65.0,False,True,False
False,False,3,1280.0,True,True,28.2102,76.8606,32.0,True,False,False
False,False,3,1365.187713,True,True,22.54111,88.33778000000001,60.0,True,False,False
False,False,2,1020.06689,True,True,12.96991,77.59796,61.0,False,True,False
False,False,3,1750.18423,True,True,10.02667,76.308092,95.0,False,True,False
False,False,3,1180.138054,True,True,13.013312,77.662077,53.0,False,True,False
False,False,1,450.0450045,True,True,28.66667,77.41667,20.0,False,True,False
False,False,2,1500.087214,True,True,12.9077,77.6755,86.0,False,True,False
False,True,3,1740.391588,True,True,30.651192,76.755011,72.0,True,False,False
False,False,2,800.0,True,True,17.633868,75.916674,27.0,False,True,False
True,True,3,1353.271028,False,False,28.493232,77.434566,72.4,True,False,False
False,False,2,700.0,True,True,26.224055,78.201326,28.0,False,True,False
False,True,3,1949.75628,True,True,30.594843,76.84983000000001,52.0,True,False,False
False,False,5,5250.032813000001,True,True,19.255098,72.9815265,800.0,True,False,False
False,False,3,3500.0,True,True,12.96991,77.59796,350.0,True,False,False
False,False,3,1626.961069,True,True,28.9196,76.8972,140.0,True,False,False
False,False,1,774.2257742,True,True,23.118635,70.022051,15.5,False,True,False
False,True,2,1220.095694,True,True,28.536585,77.383669,51.0,True,False,False
False,False,1,720.0912591,True,True,28.493644,77.088514,50.5,True,False,False
False,False,2,1040.118871,True,True,18.475864,73.89000899999999,56.0,True,False,False
False,False,1,660.0660066,True,True,19.2167,73.0833,46.0,True,False,False
False,False,3,2163.650669,True,True,26.930121000000003,75.790763,110.0,True,False,False
False,False,2,1015.884743,True,True,12.87004,77.673275,55.0,True,False,False
True,True,2,3266.563945,False,False,26.748868,80.863332,42.4,False,False,False
False,False,2,674.8939452000001,True,True,13.05,80.11,35.0,False,True,False
False,False,3,1560.25825,True,True,28.506454,77.40956800000001,87.0,True,False,False
False,False,2,911.0233829,True,True,19.049214000000003,73.072916,150.0,True,False,False
False,False,3,1500.150015,True,True,22.529,88.368,100.0,True,False,False
False,False,1,403.0474318,True,True,22.747639000000003,88.600902,16.4,False,True,False
False,False,3,1700.198356,True,True,30.662283,76.822397,60.0,False,True,False
False,True,2,1180.004291,True,True,28.567633,77.383124,55.0,False,True,False
False,False,2,1160.081054,True,True,23.10806,79.92833,22.9,False,True,False
False,False,2,1109.989909,True,True,35.0,136.0,55.0,False,True,False
False,False,3,1747.368421,True,True,22.759741,75.88953199999999,49.8,True,False,False
False,False,3,1466.0151039999998,True,True,22.491565,88.402473,66.0,False,True,False
False,True,1,719.9895274,True,True,19.116670000000003,73.73333000000001,55.0,False,True,False
False,False,3,1532.889018,True,True,28.629811,77.434197,52.9,True,False,False
True,True,2,50302.36394,False,False,18.96,72.82,9150.0,True,False,False
False,False,3,1200.0,True,True,28.579004,77.431173,45.0,False,True,False
False,True,3,2250.409165,True,True,30.74,76.65,55.0,False,True,False
True,True,3,1750.547046,False,True,12.928575,77.58572099999999,120.0,True,False,False
False,False,2,1273.113065,True,True,21.17,72.83,42.0,False,True,False
False,False,2,875.0857927000001,True,True,28.560719,77.386208,51.0,False,True,False
False,True,3,1917.057903,True,True,30.739007,76.74839300000001,98.0,False,True,False
True,True,3,83228.35307000001,False,False,18.627,73.7829,9910.0,True,False,False
False,True,3,1580.388935,True,True,30.662283,76.822397,57.7,True,False,False
False,False,2,1100.0,True,True,19.05871,72.89969,220.0,True,False,False
True,True,2,890.0373241000001,False,True,18.490075,73.968862,31.0,True,False,False
False,False,2,858.1235697999999,True,True,13.042089,80.124264,45.0,False,True,False
False,False,3,1079.913607,True,True,12.96991,77.59796,45.0,False,True,False
False,False,2,952.5807805,True,True,28.97083,79.39721999999999,22.7,False,True,False
True,True,2,906.2661833,False,False,19.222101,72.988231,70.0,True,False,False
False,False,2,885.6011669,True,True,22.54111,88.33778000000001,42.5,False,True,False
False,True,4,3164.556962,True,True,28.59632,77.38143000000001,160.0,False,True,False
False,False,3,1935.221023,True,True,26.930121000000003,75.790763,95.0,False,True,False
False,False,2,700.280112,True,True,18.69361,74.13806,15.0,False,True,False
False,False,3,1514.881483,True,True,19.061701,73.080488,170.0,True,False,False
False,False,3,1500.115393,True,True,24.69028,78.41889,130.0,True,False,False
False,False,2,1261.083744,True,True,12.872314,77.56647099999999,64.0,True,False,False
False,False,2,1100.0,True,True,13.23,77.7,55.0,True,False,False
False,False,3,1280.91087,True,True,38.96026502,-86.56196551,72.0,False,True,False
True,True,2,1118.604651,False,False,30.662283,76.822397,48.1,True,False,False
False,True,2,640.0,True,False,19.249861,72.96386600000001,96.0,True,False,False
False,True,2,1345.111423,True,True,30.661104,76.746082,67.0,True,False,False
True,False,2,810.7692308,False,False,12.95161,80.14097,52.7,False,False,False
True,True,3,2015.258385,False,True,12.9255,77.6765,140.0,True,False,False
False,False,3,1520.112254,True,True,19.038205,73.06612,130.0,True,False,False
False,False,3,1560.999039,True,True,12.97494,77.564159,130.0,True,False,False
False,False,3,1063.264221,True,True,26.91667,75.86667,20.0,True,False,False
False,False,3,1284.026708,True,True,19.116670000000003,73.73333000000001,75.0,False,True,False
False,False,2,890.3133902999999,True,True,18.81667,73.26666999999999,25.0,False,True,False
False,False,3,2108.157654,True,True,12.9985,77.6044,230.0,False,True,False
False,False,4,3000.0,True,True,22.360655,73.168216,75.0,True,False,False
False,False,3,1610.110803,True,True,20.098413,79.10786,93.0,True,False,False
False,False,2,1097.132826,True,True,13.07265,80.176063,75.0,False,True,False
False,True,3,2480.442664,True,True,30.661104,76.746082,130.0,True,False,False
False,False,2,1100.012644,True,True,18.51065,73.789259,87.0,True,False,False
True,True,3,1084.925562,False,True,19.18,72.96333,180.0,True,False,False
True,True,2,1149.253731,False,False,18.96,72.82,77.0,False,False,False
False,False,2,1355.180485,True,True,12.98556,77.66389000000001,110.0,True,False,False
False,False,3,2435.0649350000003,True,True,12.840956,77.659441,150.0,False,True,False
True,True,1,700.0259269,False,True,24.69028,78.41889,81.0,True,False,False
True,True,2,968.054211,False,True,13.03478,80.15586,60.0,True,False,False
True,True,4,3572.7045369999996,False,True,12.871104,74.84405500000001,200.0,True,False,False
False,False,1,900.9009009,True,True,21.778398000000003,72.171336,5.0,False,True,False
True,True,4,3294.117647,False,True,28.546788,77.37849399999999,280.0,True,False,False
False,False,4,3600.0359999999996,True,True,19.1026,72.8243,2000.0,True,False,False
False,False,3,2050.708427,True,True,22.311323,73.121275,55.0,True,False,False
False,True,2,1200.0,True,False,24.69028,78.41889,18.9,False,False,False
False,True,3,2246.273229,True,True,28.392679,77.344375,110.0,True,False,False
True,False,2,1020.061204,False,True,18.96,72.82,150.0,True,False,False
False,False,2,1246.882793,True,True,24.69028,78.41889,200.0,True,False,False
False,True,3,1250.893495,True,True,28.527596999999997,77.389374,70.0,True,False,False
False,False,3,1670.0360380000002,True,True,18.96,72.82,190.0,True,False,False
False,False,2,776.2167197000001,True,True,24.69028,78.41889,100.0,True,False,False
False,False,2,1049.868766,True,True,12.907374,77.625811,36.0,False,True,False
False,False,3,1250.0,True,True,25.454146,84.420828,65.0,False,True,False
False,False,2,1050.006563,True,True,28.469063,77.308984,80.0,True,False,False
False,False,2,1299.967501,True,True,29.1,77.92,40.0,False,True,False
False,False,3,1296.043656,True,True,13.063752,77.605027,76.0,False,True,False
False,False,3,1577.73953,True,True,35.0,136.0,110.0,True,False,False
False,False,2,1130.116066,True,True,22.271214,73.188827,37.0,False,True,False
False,False,3,1862.019575,True,True,28.431862,77.351104,78.0,False,True,False
True,True,1,502.6315789,False,False,12.9182,80.0824,19.1,True,False,False
False,False,3,1465.028355,True,True,12.96991,77.59796,62.0,False,True,False
False,False,3,1597.402257,True,True,19.0916,72.8581,610.0,True,False,False
False,True,1,650.0881144,True,True,18.452663,73.93104,33.2,True,False,False
False,True,2,861.7459723,True,True,21.287574,81.613087,23.0,True,False,False
False,False,3,1512.287335,True,True,13.04394,80.17251,120.0,True,False,False
False,False,2,1321.003963,True,True,19.05871,72.89969,230.0,True,False,False
False,True,3,1289.906482,True,True,28.698133,77.335746,40.0,False,True,False
False,False,3,2129.719264,True,True,22.54111,88.33778000000001,110.0,True,False,False
True,True,4,2375.0,False,True,26.473073,74.641793,190.0,True,False,False
False,False,2,700.0391083,True,True,12.841795,80.133809,17.9,True,False,False
False,False,2,1012.861736,True,True,21.23994,72.85651999999999,31.5,False,True,False
False,True,2,1173.938564,True,True,19.139348,72.820458,360.0,True,False,False
True,False,2,868.4210526,False,True,22.498882,88.31755600000001,33.0,True,False,False
False,False,3,1497.142857,True,True,12.889549,77.563506,52.4,True,False,False
True,True,3,1349.854996,False,True,28.595305,77.347365,51.2,True,False,False
False,False,2,1092.12386,True,True,13.037709,77.642798,85.0,True,False,False
False,False,3,2250.929732,True,True,12.96991,77.59796,230.0,False,True,False
False,False,3,1650.165017,True,True,12.9816,77.6729,85.0,False,True,False
False,False,2,91.000091,True,True,27.892383,78.101489,30.0,False,True,False
False,True,3,1690.2476,True,True,30.662283,76.822397,66.9,True,False,False
False,True,2,1609.010459,True,True,19.015576,72.85144100000001,380.0,True,False,False
False,False,3,1300.148588,True,True,26.8626,75.7633,35.0,True,False,False
False,True,2,618.907628,True,True,24.69028,78.41889,120.0,True,False,False
False,True,3,1590.255456,True,True,13.0306,77.6485,94.0,True,False,False
False,True,2,961.3769941,True,True,28.698133,77.335746,22.9,True,False,False
False,True,3,1192.2196800000002,True,False,13.007082,80.15149699999999,52.1,True,False,False
False,False,3,1760.046935,True,True,22.337395,73.225215,60.0,False,True,False
False,False,2,1234.003656,True,True,9.930471,76.271273,54.0,True,False,False
False,False,2,1070.090958,True,True,12.581437,77.322174,60.0,False,True,False
True,False,2,1090.188305,False,True,16.51906,80.614579,55.0,False,True,False
False,False,2,712.1057986000001,True,True,22.50686,88.223965,28.0,False,True,False
False,True,2,1000.0,True,True,28.431862,77.351104,27.0,True,False,False
False,False,1,540.0,True,False,17.47,73.2,13.5,False,True,False
False,False,2,845.1404425000001,True,True,22.72,88.38,34.0,False,True,False
False,False,2,975.0812568,True,True,26.173068,73.26135,45.0,False,True,False
True,False,3,1844.111138,False,True,12.896796,77.5724,150.0,True,False,False
False,False,2,1299.92056,True,True,19.155552,72.997112,180.0,True,False,False
False,False,2,749.85003,True,True,21.111835,79.038732,25.0,False,True,False
True,True,2,1226.158038,False,True,28.509982,77.05185,90.0,True,False,False
False,False,2,1338.199513,True,True,30.752321,76.772816,27.5,True,False,False
True,True,3,1424.979044,False,True,28.579845,77.403693,85.0,False,True,False
True,True,2,649.9228905,False,True,18.558319,73.77588,59.0,True,False,False
False,False,2,1088.92922,True,True,26.832353,75.841749,30.0,False,True,False
False,False,1,550.0402468,True,True,19.116670000000003,73.73333000000001,20.5,False,True,False
False,False,3,1710.665259,True,True,21.12359,72.804292,81.0,False,True,False
False,False,1,613.1207847999999,True,True,15.9787,73.7047,20.0,False,True,False
False,False,1,499.0583804,True,True,18.590034,73.821076,37.1,False,True,False
False,False,3,254545454.5,True,True,13.021,77.938,28000.0,False,True,False
False,False,3,1322.001889,True,True,22.5922,88.484911,70.0,False,True,False
False,True,2,1262.556952,True,True,19.1615,72.8731,230.0,True,False,False
False,False,3,1879.993733,True,True,20.098413,79.10786,120.0,True,False,False
True,True,3,1475.409836,False,True,25.135892,84.560372,45.0,True,False,False
True,True,2,730.0020562999999,False,True,24.69028,78.41889,71.0,True,False,False
False,False,2,875.0994431,True,True,19.164548,73.52786800000001,33.0,False,True,False
False,False,2,850.1335924000001,True,True,21.106063,79.00644100000001,35.0,False,True,False
False,False,3,1459.034792,True,True,28.527596999999997,77.389374,65.0,True,False,False
False,False,1,600.0600059999999,True,True,28.552626,77.33394799999999,20.0,True,False,False
False,False,2,980.0490025,True,True,27.08333,77.96667,28.0,True,False,False
False,False,2,1140.161195,True,True,12.327102,76.58644100000001,58.0,False,True,False
False,False,2,980.0490025,True,True,12.305061,76.64028,140.0,False,True,False
False,False,2,1100.244499,True,True,24.193488,86.297165,36.0,False,True,False
False,True,3,1391.176471,True,True,26.8626,75.7633,47.3,True,False,False
True,False,3,1665.1031890000002,False,True,30.65,76.82,71.0,True,False,False
False,True,3,1350.016464,True,True,22.288976,73.128222,41.0,False,True,False
False,False,2,1022.114849,True,True,19.256471,72.868815,110.0,True,False,False
False,False,2,1350.337584,True,True,28.689982,77.339807,36.0,False,True,False
False,False,2,976.1388286,True,True,13.09,80.27,45.0,False,True,False
True,True,3,1556.958741,False,False,19.218498,72.992114,180.0,True,False,False
False,False,3,1199.637845,True,True,23.672996,86.996105,26.5,False,True,False
False,True,3,2169.197397,True,True,19.1615,72.8731,420.0,True,False,False
False,False,3,1350.174216,True,True,30.692243,76.750614,93.0,True,False,False
True,False,3,2340.425532,False,True,22.53028,88.33417,330.0,True,False,False
False,False,1,500.0,True,True,19.064007,72.904746,77.5,True,False,False
False,False,2,1299.811869,True,True,28.6423,77.3445,76.0,True,False,False
False,False,2,1200.0,True,True,16.243,80.64,30.0,False,True,False
False,False,2,1065.088757,True,True,28.716907,77.12469899999999,90.0,True,False,False
False,True,3,1554.135728,True,True,18.52361,73.84778,90.0,False,True,False
False,False,3,1486.199575,True,True,9.91966,78.11939,70.0,False,True,False
False,False,2,1147.227533,True,True,12.884548,77.861952,54.0,False,True,False
True,True,3,2635.2775829999996,False,True,30.696627000000003,76.693764,150.0,True,False,False
False,False,2,1200.0,True,True,24.69028,78.41889,20.1,True,False,False
False,False,1,500.0,True,True,28.588021,77.391359,21.0,False,True,False
False,False,8,3938.461538000001,True,True,23.5239,77.8061,320.0,False,True,False
True,True,3,1064.875491,False,False,22.056816,73.10999,32.5,True,False,False
True,True,1,585.0234009,False,True,30.662283,76.822397,15.0,True,False,False
False,False,1,640.0,True,True,19.049214000000003,73.072916,56.0,True,False,False
False,False,3,1275.045537,True,True,26.860559999999996,80.91583,35.0,True,False,False
False,True,3,1049.032559,True,True,19.05871,72.89969,270.0,True,False,False
False,False,2,680.0,True,True,19.1955,72.8728,170.0,True,False,False
False,True,5,2870.492927,True,True,19.0705,72.8309,1800.0,True,False,False
True,False,3,1765.7816739999998,False,True,30.131866,77.296756,280.0,True,False,False
False,False,2,360.0230415,True,True,12.9974,80.0966,25.0,False,True,False
False,False,2,1100.352113,True,True,26.8377,75.8256,25.0,False,True,False
True,True,2,856.0178052000001,False,True,19.1759,72.9522,150.0,True,False,False
False,True,3,1447.701773,True,True,12.863589,77.656426,120.0,False,True,False
False,False,2,850.0303582,True,True,13.0189,77.5963,42.0,False,True,False
False,False,3,1760.0,True,True,19.01891,73.039292,220.0,True,False,False
True,True,2,492.7929038,False,False,19.161955,72.839616,120.0,False,False,False
True,True,2,640.1566501,False,True,19.12,72.91,170.0,True,False,False
False,False,3,1580.162878,True,True,24.69028,78.41889,130.0,True,False,False
False,False,3,1256.018422,True,True,22.491565,88.402473,60.0,False,True,False
False,True,2,1015.056674,True,True,28.567633,77.383124,60.0,False,True,False
False,True,3,1312.9625210000002,True,True,24.69028,78.41889,330.0,True,False,False
False,False,1,545.082898,True,True,22.54111,88.33778000000001,24.0,True,False,False
False,True,4,2240.606687,True,True,21.265617,81.693416,65.0,False,True,False
False,False,3,1300.236407,True,True,25.61,85.14139,55.0,False,True,False
False,False,2,1024.868124,True,True,28.644695,77.33895600000001,68.0,False,True,False
False,True,3,1390.205371,True,True,26.900926,75.775927,44.0,True,False,False
False,False,3,950.036706,True,True,19.068492000000003,72.898896,220.0,True,False,False
False,False,2,1100.038825,True,True,19.05871,72.89969,170.0,True,False,False
False,False,2,975.0812568,True,True,13.114624,80.188519,63.0,False,True,False
True,True,2,1094.992051,False,True,30.684523,76.691728,55.1,True,False,False
True,True,2,1171.06567,False,True,19.1955,72.8728,130.0,True,False,False
True,True,3,1747.9970870000002,False,True,12.928575,77.58572099999999,120.0,True,False,False
True,False,2,1110.0,False,False,21.1335,79.0552,66.6,False,False,False
False,False,1,738.0679022,True,True,18.96667,72.83333,45.0,True,False,False
False,False,2,1050.2283109999998,True,False,10.947772,79.341751,23.0,False,False,False
True,True,3,1990.166237,False,True,26.91868,75.750399,85.0,True,False,False
False,False,2,1065.162907,True,True,18.973908,73.02510600000001,68.0,True,False,False
False,False,2,782.122905,True,True,10.52,76.21,28.0,False,True,False
False,False,3,1434.255742,True,True,12.96991,77.59796,79.3,True,False,False
False,True,2,1374.200872,True,True,19.1615,72.8731,230.0,True,False,False
True,False,2,1138.6374460000002,False,True,26.928785,75.828002,23.9,True,False,False
False,False,2,1070.205479,True,True,11.013335,77.009775,50.0,True,False,False
False,False,3,1125.311721,True,True,30.768683000000003,76.650876,36.1,True,False,False
False,False,3,1289.285714,True,True,26.832353,75.841749,36.1,True,False,False
True,False,3,1450.151057,False,True,17.7,83.25,96.0,False,True,False
False,False,1,693.0243127,True,True,19.049989,73.077321,61.0,True,False,False
True,False,1,660.0153492000001,False,True,19.049989,73.077321,43.0,True,False,False
False,True,2,940.5339806,True,True,23.185756,77.498465,15.5,False,True,False
False,False,2,1215.242019,True,True,28.5216,77.3863,59.0,True,False,False
False,True,2,1141.91461,True,True,19.05871,72.89969,180.0,True,False,False
False,False,3,1299.782766,True,True,30.712867,76.648557,35.9,True,False,False
False,True,3,1247.972045,True,True,19.18,72.96333,200.0,True,False,False
False,False,2,800.0,True,True,9.930471,76.271273,40.0,False,True,False
False,False,3,1830.065359,True,True,26.819438,75.77718,56.0,False,True,False
False,False,3,2335.9288100000003,True,True,28.378021,77.063066,210.0,True,False,False
False,True,2,1325.130147,True,True,26.91868,75.750399,56.0,True,False,False
False,False,2,600.0,True,True,21.372741,80.905985,15.0,False,True,False
False,False,3,1500.288517,True,True,21.716412,73.004076,52.0,True,False,False
True,False,2,1200.056875,False,True,21.0,77.0,84.4,True,False,False
False,False,3,1790.227464,True,True,26.860559999999996,80.91583,85.0,False,True,False
False,True,2,1326.071513,True,True,12.9053,80.1986,56.0,True,False,False
False,False,3,1675.206937,True,True,28.429614,77.481711,85.0,True,False,False
False,False,3,2196.193265,True,True,9.9800255,76.27530300000001,210.0,True,False,False
False,False,3,1680.0448010000002,True,True,28.5679,77.3679,90.0,True,False,False
True,False,2,1215.12605,False,True,24.69028,78.41889,72.3,True,False,False
True,True,3,844.515342,False,False,19.221571,73.042474,180.0,True,False,False
False,True,3,1700.356718,True,True,21.0,77.0,71.5,True,False,False
False,False,2,955.0561798,True,True,22.54111,88.33778000000001,51.0,True,False,False
False,False,1,409.0471607,True,True,28.578498,77.397634,17.0,True,False,False
False,False,3,880.2816901000001,True,True,22.403867,88.47000600000001,25.0,True,False,False
False,True,2,60725.97215,True,False,18.966114,73.148278,7980.0,True,False,False
False,False,2,1612.903226,True,True,10.52,76.21,120.0,True,False,False
False,True,2,1172.148355,True,True,28.59632,77.38143000000001,67.0,False,True,False
False,False,1,594.3536404,True,True,24.69028,78.41889,100.0,True,False,False
False,False,3,1392.857143,True,True,26.832353,75.841749,39.0,True,False,False
False,False,1,665.0446067,True,True,19.126499,72.99956,82.0,True,False,False
False,False,2,600.0342877,True,True,22.364629,70.94712700000001,35.0,False,True,False
False,False,3,994.2196532,True,True,12.80009,77.71181999999999,43.0,False,True,False
False,True,3,2050.0205,True,True,13.055985,77.622157,150.0,True,False,False
False,False,3,1451.16819,True,True,12.896796,77.5724,100.0,False,True,False
False,False,2,1100.110011,True,True,22.140267,88.40308900000001,40.0,False,True,False
False,True,4,2577.082375,True,True,19.05871,72.89969,560.0,True,False,False
False,False,2,909.0909091,True,True,19.283359,72.864964,75.0,True,False,False
False,False,2,1070.038911,True,True,28.506454,77.40956800000001,55.0,False,True,False
True,False,3,1498.249125,False,True,28.579004,77.431173,59.9,False,True,False
False,True,1,450.0310366000001,True,True,21.167876,79.006178,14.5,False,True,False
False,False,2,1334.85377,True,True,12.9143,77.6764,99.5,False,True,False
False,False,4,2799.552072,True,True,20.275267000000003,85.86240699999999,150.0,False,True,False
True,False,3,2280.0,False,False,24.56194,73.70694,74.1,False,True,False
False,False,1,618.987112,True,True,18.651598,73.735448,34.1,True,False,False
False,False,2,1395.224041,True,True,22.761472,75.911242,52.0,False,True,False
True,True,3,1474.542458,False,True,19.249861,72.96386600000001,170.0,True,False,False
False,False,3,1367.144432,True,True,12.928575,77.58572099999999,62.0,False,True,False
False,False,2,1450.245426,True,True,28.659979999999997,77.37027900000001,65.0,False,True,False
False,True,3,2325.218477,True,True,22.288976,73.128222,74.5,False,True,False
False,False,3,1344.923733,True,True,28.526624,77.37671800000001,82.0,False,True,False
False,True,4,1840.168244,True,True,22.316415,73.202906,70.0,True,False,False
False,False,2,950.2515372,True,True,21.126741,73.103711,17.0,False,True,False
False,True,3,745.123822,True,True,28.431862,77.351104,34.0,True,False,False
False,False,2,1050.052503,True,True,28.629811,77.434197,30.0,True,False,False
False,False,2,1338.825953,True,True,28.431862,77.351104,52.0,True,False,False
False,False,1,697.7777778,True,True,22.484604,88.353705,15.7,True,False,False
True,True,3,1779.393173,False,True,30.662283,76.822397,56.3,True,False,False
False,False,2,1349.849135,True,True,28.9196,76.8972,85.0,False,True,False
False,False,2,1299.929095,True,True,10.999392,76.997254,55.0,True,False,False
False,False,2,1439.645626,True,True,18.556218,73.81130300000001,130.0,False,True,False
True,True,4,1384.335155,False,False,19.038205,73.06612,190.0,True,False,False
False,False,2,619.6377502,True,True,21.168661,72.969258,6.5,True,False,False
False,False,1,659.6818005,True,True,16.839517999999998,74.632481,17.0,False,True,False
False,False,2,789.1527369,True,True,21.104470000000003,79.092709,110.0,True,False,False
False,False,1,630.0630062999999,True,True,9.930471,76.271273,35.0,False,True,False
False,False,3,1850.007115,True,True,12.905368,77.580403,130.0,False,True,False
False,False,2,1059.883413,True,True,19.255098,72.9815265,160.0,True,False,False
False,False,2,1360.0,True,True,13.022383,76.13309699999999,61.2,True,False,False
False,True,2,822.2222222,True,True,26.91868,75.750399,22.2,True,False,False
False,False,3,1311.045559,True,True,18.490507,73.818086,160.0,False,True,False
False,False,3,1449.275362,True,True,22.706116,73.11498,25.0,False,True,False
False,False,3,3650.137741,True,True,12.979947,77.624664,530.0,True,False,False
False,False,3,3376.097232,True,True,31.633963,75.30888399999999,50.0,False,True,False
True,True,1,423.990397,False,False,19.05871,72.89969,98.9,True,False,False
False,False,1,649.9327656,True,True,30.662283,76.822397,14.5,True,False,False
False,False,3,1759.1339649999998,True,True,28.537227,77.370417,130.0,True,False,False
False,True,2,1240.234375,True,True,26.781747999999997,81.006714,50.8,False,True,False
True,True,3,1067.4157300000002,False,False,22.337395,73.225215,39.9,True,False,False
False,True,2,1100.323625,True,True,28.629811,77.434197,34.0,True,False,False
False,True,4,2135.12723,True,True,26.8626,75.7633,73.0,True,False,False
True,False,3,1244.0,False,False,22.7808,86.1522,31.1,False,False,False
False,False,3,1824.921585,True,True,19.0242,73.0172,320.0,True,False,False
False,False,2,1154.956689,True,True,20.390456,72.91401,36.0,True,False,False
False,False,3,1339.130435,True,True,22.498882,88.31755600000001,61.6,True,False,False
False,True,2,983.1767533,True,True,21.490368,73.338475,45.0,False,True,False
False,False,2,1100.244499,True,True,12.8458,77.6727,36.0,False,True,False
False,True,1,590.0202293,True,True,28.585757,77.396668,35.0,False,True,False
False,True,3,1892.042293,True,True,28.651918,77.348794,170.0,True,False,False
False,False,1,559.5084088,True,True,22.175748,75.582163,17.3,True,False,False
False,False,2,810.3214124,True,True,30.696627000000003,76.693764,17.9,True,False,False
False,False,3,1548.369416,True,True,27.994242,73.32644300000001,56.5,False,True,False
False,False,4,3070.0364440000003,True,True,18.9667,72.8167,1550.0,True,False,False
False,False,2,955.0186229,True,True,19.014858,72.8662,200.0,True,False,False
False,False,1,749.7116493999999,True,True,22.312358,73.145436,19.5,False,True,False
False,False,3,1391.546356,True,True,19.139348,72.820458,400.0,True,False,False
False,False,1,700.0538502999999,True,True,19.2836,72.8675,52.0,True,False,False
False,False,3,1365.068253,True,True,26.724219,88.326357,39.0,False,True,False
True,True,3,644.6850393999999,False,True,28.365512,77.34630600000001,26.2,True,False,False
False,False,3,1400.233372,True,True,16.485164,80.674776,60.0,False,True,False
False,False,3,1752.444198,True,True,19.05871,72.89969,380.0,True,False,False
False,True,2,849.1023775,True,True,23.234244,77.507284,17.5,False,True,False
False,False,3,1846.094054,True,True,22.360655,73.168216,95.0,False,True,False
False,False,3,1500.0,True,True,26.832353,75.841749,33.0,True,False,False
False,True,2,657.0756675,True,True,13.1103,80.2425,47.5,True,False,False
False,True,3,1950.144141,True,True,19.043302,73.061357,230.0,True,False,False
False,False,2,870.4385671,True,True,29.9243,78.1076,26.0,True,False,False
False,False,2,909.9181074,True,True,22.775,86.2528,20.0,False,True,False
True,True,2,1184.249482,False,True,19.038205,73.06612,120.0,True,False,False
False,True,4,4405.286344,True,True,28.506454,77.40956800000001,110.0,True,False,False
False,False,1,916.0683337000002,True,True,18.52361,73.84778,37.0,False,True,False
False,False,2,1170.128846,True,True,19.932263,86.09772099999999,89.0,True,False,False
False,False,2,1000.0,True,True,16.960747,82.246679,55.0,False,True,False
True,True,3,1724.678583,False,True,18.5993,73.7625,110.0,True,False,False
False,False,2,1325.205407,True,True,26.882832,81.033767,50.0,False,True,False
False,False,2,1030.888473,True,True,19.124896,72.89350300000001,270.0,True,False,False
False,False,3,1764.217518,True,True,26.75,81.0,85.0,False,True,False
False,False,3,1591.966691,True,True,28.506454,77.40956800000001,65.0,False,True,False
False,False,2,900.2770082999999,True,True,15.512973,80.025795,19.5,False,True,False
False,False,2,1094.833429,True,True,19.05871,72.89969,210.0,True,False,False
